"","IdINSPIRE","Id_carr1km","I_est_cr","Id_carr_n","Groupe","Depcom","I_pauv","Id_car2010","Ind","Men","Men_pauv","Men_1ind","Men_5ind","Men_prop","Men_fmp","Ind_snv","Men_surf","Men_coll","Men_mais","Log_av45","Log_45_70","Log_70_90","Log_ap90","Log_inc","Log_soc","Ind_0_3","Ind_4_5","Ind_6_10","Ind_11_17","Ind_18_24","Ind_25_39","Ind_40_54","Ind_55_64","Ind_65_79","Ind_80p","Ind_inc","I_est_1km","code_insee","nom","nuts2","wikipedia","surf_km2"
"58836","CRS3035RES200mN2895000E3770200","CRS3035RES1000mN2895000E3770000",0,"CRS3035RES200mN2895000E3770200",870116,"93008",0,"CRS3035RES200mN2895000E3770200",630,193,46,41,47,145,22,11074199,13737,114,79,31,104,28,30,0,0,49,30,60,55,48,134,116,69,48,12,9,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58844","CRS3035RES200mN2893200E3771400","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866408,"93010",0,"CRS3035RES200mN2893200E3771400",209,83,20,26,9,19,10,3787145.3,5097,73,10,13,34,1,35,0,52,9,8,11,16,14,45,41,27,26,11,1,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58847","CRS3035RES200mN2894400E3771200","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870065,"93010",0,"CRS3035RES200mN2894400E3771200",384,117,31,22,28,78,9,7166650.8,9369,34,83,49,32,9,27,0,19,28,12,24,46,20,87,78,42,30,12,5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58882","CRS3035RES200mN2893200E3769800","CRS3035RES1000mN2893000E3769000",0,"CRS3035RES1000mN2893000E3769000",866325,"93053",0,"CRS3035RES200mN2893200E3769800",369,112,23,22,26,89,16,6962715.9,7893,65,47,37,62,8,5,0,0,26,9,31,32,22,88,77,41,26,7,10,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58886","CRS3035RES200mN2893200E3771800","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866409,"93010",0,"CRS3035RES200mN2893200E3771800",265.5,88,11,19,13,68,11,5419404.8,7095,15,73,53,15,10,10,0,0,15,14,21,16.5,12,63,44,33,29,9,9,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58903","CRS3035RES200mN2892200E3770400","CRS3035RES1000mN2892000E3770000",0,"CRS3035RES1000mN2892000E3770000",866391,"93010",0,"CRS3035RES200mN2892200E3770400",275.5,94,10,17,15,80,7,6593939.6,7788,10,84,52,17,20,5,0,0,14,5,31,25.5,10,44,64,33,32,12,5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58919","CRS3035RES200mN2894000E3771000","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870058,"93010",0,"CRS3035RES200mN2894000E3771000",142,44,12,12,12,35,3,2836020.5,3248,8,36,34,6,2,2,0,0,5,4,5,16,14,24,27,28,11,5,3,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58985","CRS3035RES200mN2892200E3770800","CRS3035RES1000mN2892000E3770000",0,"CRS3035RES1000mN2892000E3770000",866385,"93010",0,"CRS3035RES200mN2892200E3770800",169,59,3,11,4,51,5,4527218.2,5362,6,53,22,7,10,20,0,0,5,2,10,12.5,9.5,26,46,21,17,11,9,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59008","CRS3035RES200mN2894400E3770600","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870140,"93010",0,"CRS3035RES200mN2894400E3770600",1072.5,403,197,127,63,176,20,15342391.8,16428,210,193,7,189,158,49,0,207,46,27,56.5,120.5,53,154,198,194,166,48,9.5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59024","CRS3035RES200mN2892200E3771200","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892200E3771200",866446,"93010",0,"CRS3035RES200mN2892200E3771200",492,153,30,28,32,62,26,8565004.7,10802,89,64,46,95,4,8,0,84,34.5,22,48.5,49,32,114,96,42,33,9,12,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59075","CRS3035RES200mN2891800E3771200","CRS3035RES1000mN2891000E3771000",0,"CRS3035RES200mN2891800E3771200",862828,"93077",0,"CRS3035RES200mN2891800E3771200",187.5,67,7,18,12,55,4,4130584.3,4803,16,51,12,53,0,2,0,0,14,6,8,20.5,6,38,44,19,16,13,3,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59078","CRS3035RES200mN2893400E3770600","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893400E3770600",866460,"93010",0,"CRS3035RES200mN2893400E3770600",307,126,24,54,16,40,20,5340927.2,7622,116,10,17,10,28,71,0,36,31.5,12,31.5,18,18,77,59,21,22,13,4,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59084","CRS3035RES200mN2894800E3771000","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870053,"93010",0,"CRS3035RES200mN2894800E3771000",30,11,2,3,1,9,0,613944.7,891,3,8,4,0,2,5,0,0,3,1,3,0,1,8,4,6,3,1,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59088","CRS3035RES200mN2893200E3770200","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893200E3770200",866463,"93010",0,"CRS3035RES200mN2893200E3770200",458.5,166,44,44,22,105,22,9442223.6,10656,101,65,93,32,3,38,0,9,32,13,37,45.5,19,95,100,43,52,16,6,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59126","CRS3035RES200mN2893200E3772000","CRS3035RES1000mN2893000E3772000",0,"CRS3035RES200mN2893200E3772000",866512,"93057",0,"CRS3035RES200mN2893200E3772000",287,100,14,21,12,83,9,6977707,8379,19,81,69,11,13,7,0,0,14,9,27,29,12,45,67,27,27,18,12,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59185","CRS3035RES200mN2892200E3771000","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892200E3771000",866439,"93010",0,"CRS3035RES200mN2892200E3771000",383,130,37,29,25,0,36,5888832.2,8010,130,0,0,130,0,0,0,130,34,16,50,53,19,78,75,35,14,7,2,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59189","CRS3035RES200mN2892200E3769800","CRS3035RES1000mN2892000E3769000",0,"CRS3035RES1000mN2892000E3769000",866339,"93053",0,"CRS3035RES200mN2892200E3769800",213.5,62,9,9,14,54,3,4205292.2,4418,42,20,15,45,0,2,0,0,13,7,13,32.5,11,40,46,23,20,4,4,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59197","CRS3035RES200mN2891800E3771000","CRS3035RES1000mN2891000E3771000",0,"CRS3035RES200mN2891800E3771000",862839,"93077",0,"CRS3035RES200mN2891800E3771000",905.5,273,92,53,70,3,69,13280193.9,20321,270,3,0,272,1,0,0,270,63.5,37.5,85.5,120,79,176,168,109,54,8,5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59210","CRS3035RES200mN2894400E3770400","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870137,"93010",0,"CRS3035RES200mN2894400E3770400",658.5,185,80,30,47,16,41,8874545.4,11871,168,17,10,172,2,1,0,167,35.5,18.5,47.5,103,54,106,117,79,58,16,24,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59212","CRS3035RES200mN2893800E3770000","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893800E3770000",866454,"93010",0,"CRS3035RES200mN2893800E3770000",126,51,19,19,4,0,11,1690797.6,3205,51,0,0,0,51,0,0,51,3,4,13,9,6,26,27,14,15,8,1,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59266","CRS3035RES200mN2892200E3771400","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892200E3771400",866430,"93010",0,"CRS3035RES200mN2892200E3771400",195,64,14,11,12,50,1,4197704.8,4889,10,54,54,3,3,4,0,0,11,5,12,13,20,36,48,31,9,6,4,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59281","CRS3035RES200mN2893400E3770200","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893400E3770200",866458,"93010",0,"CRS3035RES200mN2893400E3770200",286,106,16,26,9,72,5,6735016.4,8180,53,53,79,6,15,6,0,0,18,4,21,19,12,59,57,37,34,14,11,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59319","CRS3035RES200mN2891800E3770800","CRS3035RES1000mN2891000E3770000",0,"CRS3035RES1000mN2891000E3770000",862809,"93077",0,"CRS3035RES200mN2891800E3770800",351.5,110,25,26,25,1,27,5392930.5,8588,109,1,0,109,1,0,0,109,18.5,10,46,44,31,71,52,49,23,5,2,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59328","CRS3035RES200mN2893200E3770000","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893200E3770000",866462,"93010",0,"CRS3035RES200mN2893200E3770000",394,142,29,42,21,92,21,7594778.6,8602,96,46,61,51,7,23,0,0,32,17,34,34,18,95,84,27,30,15,8,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59346","CRS3035RES200mN2892200E3771600","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892200E3771600",866429,"93010",0,"CRS3035RES200mN2892200E3771600",177,58,12,14,11,36,4,3692608.9,4041,24,34,41,10,4,3,0,0,17,7,12,21,9,38,37,21,10,3,2,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59388","CRS3035RES200mN2892200E3770000","CRS3035RES1000mN2892000E3770000",1,"CRS3035RES1000mN2892000E3770000",866380,"93010",0,"CRS3035RES200mN2892200E3770000",6,1.8,0.2,0.6,0.7,1.7,0,124843.4,147.1,0.2,1.6,0.6,0.9,0,0.3,0,0,0.3,0.6,0.5,1,0.4,1.1,1.1,0.2,0.6,0.2,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59406","CRS3035RES200mN2894000E3769800","CRS3035RES1000mN2894000E3769000",0,"CRS3035RES200mN2894000E3769800",869957,"93008",0,"CRS3035RES200mN2894000E3769800",251,73,28,10,21,50,5,3577028,4811,32,41,42,15,5,11,0,0,8,6,15,36,21,30,61,31,31,8,4,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59411","CRS3035RES200mN2894400E3770200","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870124,"93008",0,"CRS3035RES200mN2894400E3770200",248,63,22,8,22,12,14,3435956.1,4330,50,13,10,51,2,0,0,48,10,4,27,33,12,57,40,41,14,1,9,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59435","CRS3035RES200mN2893400E3771600","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866405,"93010",0,"CRS3035RES200mN2893400E3771600",212.5,75,19,17,9,60,7,4135781,6465,9,66,36,19,8,12,0,0,12.5,5,16,19,15,37,45,27,23,10,3,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59443","CRS3035RES200mN2893400E3770400","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893400E3770400",866469,"93010",0,"CRS3035RES200mN2893400E3770400",524.5,214,29,70,23,146,22,11192391.7,14401,197,17,13,134,67,0,0,19,41,17,42.5,37,13,133,85,57,57,38,4,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59450","CRS3035RES200mN2894200E3771200","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870054,"93010",0,"CRS3035RES200mN2894200E3771200",31,13,0,5,2,2,3,702359.2,1019,11,2,1,1,0,11,0,0,0,0,3,4,3,3,9,5,1,0,3,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59452","CRS3035RES200mN2894400E3771800","CRS3035RES1000mN2894000E3771000",1,"CRS3035RES1000mN2894000E3771000",870052,"93057",0,NA,15,3.9,0.6,0.6,1.3,0.4,0.4,266581.3,276.9,3.5,0.4,1.7,0.9,0,1.3,0,0,1.1,0.9,2.5,0.9,0.7,4.1,2.8,0.8,0.6,0,0.6,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59465","CRS3035RES200mN2893400E3771400","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866424,"93010",0,"CRS3035RES200mN2893400E3771400",527,246,66,109,20,14,40,8728982,13051,232,14,7,178,2,59,0,232,27.5,15,33.5,41,23,102,111,57,73,37,7,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59477","CRS3035RES200mN2893400E3772000","CRS3035RES1000mN2893000E3772000",0,"CRS3035RES200mN2893400E3772000",866520,"93057",0,"CRS3035RES200mN2893400E3772000",398.5,132,24,31,30,72,18,8059822.8,10878,35,97,54,16,43,19,0,15,17,8,29,45,34.5,52,90,57,38,10,18,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59506","CRS3035RES200mN2895000E3771600","CRS3035RES1000mN2895000E3771000",0,"CRS3035RES1000mN2895000E3771000",870073,"93005",0,"CRS3035RES200mN2895000E3771600",112,32,2,3,9,27,5,2810297.3,2841,1,31,4,20,1,7,0,0,10,6.5,13,12.5,2,25,19,11,10,3,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59546","CRS3035RES200mN2893400E3771800","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866415,"93010",0,"CRS3035RES200mN2893400E3771800",292,103,12,23,17,86,8,6254372.3,8697,6,97,67,10,11,15,0,0,11,11,21,26,15,58,68,28,32,13,9,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59562","CRS3035RES200mN2891800E3770600","CRS3035RES1000mN2891000E3770000",1,"CRS3035RES1000mN2891000E3770000",862807,"93010",0,"CRS3035RES200mN2891800E3770600",3,1,0,0,0.1,0.4,0.2,71713.7,90.4,0.5,0.5,0.3,0.2,0.3,0.2,0,0,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.4,0.2,0,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59587","CRS3035RES200mN2893400E3771000","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866422,"93010",0,"CRS3035RES200mN2893400E3771000",412.5,157,42,52,25,0,29,6517596.1,8525,157,0,0,157,0,0,0,156,37,14,33,36.5,31,87,83,36,32,20,3,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59590","CRS3035RES200mN2892200E3770600","CRS3035RES1000mN2892000E3770000",0,"CRS3035RES1000mN2892000E3770000",866394,"93010",0,"CRS3035RES200mN2892200E3770600",418,156,23,41,15,110,15,9074221,10897,64,92,53,17,76,10,0,0,28,11,32,33,17,106,81,57,34,13,6,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59670","CRS3035RES200mN2892200E3771800","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892200E3771800",866444,"93077",0,"CRS3035RES200mN2892200E3771800",333,143,27,49,10,87,11,7264932.8,8099,97,46,77,5,2,59,0,0,23,5,22,25,14,88,70,33,25,19,9,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59754","CRS3035RES200mN2893400E3769800","CRS3035RES1000mN2893000E3769000",0,"CRS3035RES1000mN2893000E3769000",866320,"93010",0,"CRS3035RES200mN2893400E3769800",209,65,22,16,16,37,10,3200245.8,3665,33,32,52,3,0,9,1,0,13,5,30,21,12,48,43,11,15,6,5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59790","CRS3035RES200mN2893400E3771200","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866404,"93010",0,"CRS3035RES200mN2893400E3771200",172,50,12,4,8,39,3,3384821.8,3842,8,42,27,17,4,2,0,0,15,7,11,14,9,32,32,26,21,4,1,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"59891","CRS3035RES200mN2893400E3770800","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893400E3770800",866467,"93010",0,"CRS3035RES200mN2893400E3770800",518,208,38,67,18,162,20,10668586.7,13387,208,0,0,24,82,102,0,0,45,19,33,26,37,128,95,55,57,13,10,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
