LIBCOM,nb,zone,Code
Mauléon,288,reg75,79079
Mauléon-Licharre,153,reg75,64371
Maulévrier,126,reg52,49192
Maulévrier-Sainte-Gertrude,30,reg28,76418
Maurecourt,342,IDF_DEP_78,78382
Maurepas,1204,IDF_DEP_78,78383
Mauriac,243,reg84,15120
Mauron,70,reg53,56127
Maurs,62,reg84,15122
Mauves-sur-Huisne,41,reg28,61255
Mauves-sur-Loire,44,reg52,44094
Mauvezin,158,reg76,32249
Mauvezin,158,reg76,65306
Mauvezin,158,reg76,31333
Mauzac-et-Grand-Castang,38,reg75,24260
Mauzé-sur-le-Mignon,55,reg75,79170
Maxent,14,reg53,35169
May-en-Multien,2,IDF_DEP_77,77283
May-sur-Orne,109,reg28,14408
Mayenne,1298,reg52,53147
Mayet,96,reg52,72191
Mayran,10,reg76,12142
Mazamet,464,reg76,81163
Mazan,85,reg93,84072
Mazangé,23,reg24,41131
Mazé-Milon,108,reg52,49194
Mazeray,8,reg75,17226
Mazères,78,reg76,09185
Mazères,16,reg75,33279
Mazères-Lezons,110,reg75,64373
Mazerier,3,reg84,03166
Mazerolles,4,reg75,16213
Mazerolles,4,reg75,17227
Mazerolles,4,reg75,64374
Mazerolles,4,reg75,86153
Mazerolles,4,reg75,40178
Mazeyrolles,8,reg75,24263
Mazières-de-Touraine,54,reg24,37150
Mazières-en-Gâtine,38,reg75,79172
Mazières-en-Mauges,35,reg52,49195
Mazirat,1,reg84,03167
Méasnes,6,reg75,23130
Meaulne-Vitray,48,reg84,03168
Méaulte,20,reg32,80523
Meaux,9213,IDF_DEP_77,77284
Mecé,13,reg53,35170
Médan,5,IDF_DEP_78,78384
Médis,12,reg75,17228
Médréac,42,reg53,35171
Mée,3,reg52,53148
Mées,16,reg75,40179
Mégrit,14,reg53,22145
Méharicourt,13,reg32,80524
Mehun-sur-Yèvre,418,reg24,18141
Meilhan,8,reg75,40180
Meilhan-sur-Garonne,19,reg75,47165
Meilhards,2,reg75,19131
Meilhaud,9,reg84,63222
Meillac,63,reg53,35172
Meillant,19,reg24,18142
Meillard,3,reg84,03169
Mélamare,4,reg28,76421
Melesse,279,reg53,35173
Melgven,57,reg53,29146
Mélicocq,8,reg32,60392
Mellac,93,reg53,29147
Melle,547,reg75,79174
Mellé,7,reg53,35174
Melleroy,9,reg24,45199
Mello,26,reg32,60393
Melrand,10,reg53,56128
Melun,6869,IDF_DEP_77,77288
Menars,4,reg24,41134
Mendionde,5,reg75,64377
Ménéac,22,reg53,56129
Ménesplet,16,reg75,24264
Ménestreau-en-Villette,45,reg24,45200
Menet,15,reg84,15124
Menetou-Salon,14,reg24,18145
Ménétréol-sous-Sancerre,3,reg24,18146
Ménétréol-sur-Sauldre,6,reg24,18147
Ménetreuil,3,reg27,71293
Ménétrol,53,reg84,63224
Ménigoute,38,reg75,79176
Ménil,7,reg52,53150
Ménilles,112,reg28,27397
Mennetou-sur-Cher,15,reg24,41135
Menomblet,6,reg52,85141
Menotey,5,reg27,39323
Mensignac,17,reg75,24266
Mentheville,6,reg28,76425
Menton,1547,reg93,06083
Menucourt,486,IDF_DEP_95,95388
Mer,562,reg24,41136
Méracq,2,reg75,64380
Méral,17,reg52,53151
Mercurey,83,reg27,71294
Mercus-Garrabet,55,reg76,09188
Merdrignac,77,reg53,22147
Méreau,1,reg24,18148
Mergey,9,reg44,10230
Mériel,205,IDF_DEP_95,95392
Mérignac,6736,reg75,16216
Mérignac,6736,reg75,33281
Mérignac,6736,reg75,17229
Mérinchal,30,reg75,23131
Mérindol,28,reg93,84074
Merlaut,3,reg44,51363
Merléac,4,reg53,22149
Merlevenez,83,reg53,56130
Merlines,53,reg75,19134
Mernel,7,reg53,35175
Merry-la-Vallée,6,reg27,89251
Mers-les-Bains,232,reg32,80533
Méru,1593,reg32,60395
Mervans,55,reg27,71295
Mervent,15,reg52,85143
Merville-Franceville-Plage,110,reg28,14409
Méry-Bissières-en-Auge,24,reg28,14410
Méry-ès-Bois,5,reg24,18149
Méry-la-Bataille,34,reg32,60396
Méry-sur-Oise,656,IDF_DEP_95,95394
Méry-sur-Seine,216,reg44,10233
Mésanger,67,reg52,44096
Mesgrigny,15,reg44,10234
Meslan,10,reg53,56131
Meslay-du-Maine,150,reg52,53152
Mesnard-la-Barotière,33,reg52,85144
Mesnières-en-Bray,35,reg28,76427
Mesnil-en-Ouche,67,reg28,27049
Mesnil-Saint-Loup,4,reg44,10237
Mesnil-Saint-Nicaise,12,reg32,80542
Mesnil-Saint-Père,29,reg44,10238
Mesnil-Sellières,17,reg44,10239
Mesnil-sur-l'Estrée,6,reg28,27406
Mesnils-sur-Iton,231,reg28,27198
Mespaul,28,reg53,29148
Mesquer,84,reg52,44097
Messas,13,reg24,45202
Messei,23,reg28,61278
Messeix,73,reg84,63225
Messey-sur-Grosne,2,reg27,71296
Messia-sur-Sorne,33,reg27,39327
Messimy,77,reg84,69131
Mestes,5,reg75,19135
Mesvres,17,reg27,71297
Mettray,129,reg24,37152
Meucon,86,reg53,56132
Meudon,5084,IDF_DEP_92,92048
Meulan-en-Yvelines,1119,IDF_DEP_78,78401
Meulers,5,reg28,76437
Meung-sur-Loire,399,reg24,45203
Meurcé,8,reg52,72194
Meusnes,16,reg24,41139
Meussia,18,reg27,39328
Meymac,151,reg75,19136
Meyrals,28,reg75,24268
Meys,21,reg84,69132
Meyssac,53,reg75,19138
Meyzieu,2498,reg84,69282
Mézangers,3,reg52,53153
Mézel,38,reg93,04121
Mézeray,5,reg52,72195
Mézidon Vallée d'Auge,934,reg28,14431
Mézières-lez-Cléry,6,reg24,45204
Mézières-sur-Couesnon,19,reg53,35178
Mézières-sur-Ponthouin,2,reg52,72196
Mézières-sur-Seine,118,IDF_DEP_78,78402
Mézilles,22,reg27,89254
Mézin,47,reg75,47167
Méziré,39,reg27,90069
Mézos,13,reg75,40182
Mézy-sur-Seine,79,IDF_DEP_78,78403
Mialet,8,reg75,24269
Miannay,5,reg32,80546
Miélan,60,reg76,32252
Mieuxcé,6,reg28,61279
Migennes,907,reg27,89257
Mignovillard,40,reg27,39331
Migré,4,reg75,17234
Milizac-Guipronvel,111,reg53,29076
Millançay,10,reg24,41140
Millau,1493,reg76,12145
Millebosc,1,reg28,76438
Millery,99,reg84,69133
Milly-Lamartine,7,reg27,71299
Milly-sur-Thérain,145,reg32,60403
Mimbaste,9,reg75,40183
Mimizan,247,reg75,40184
Miniac-Morvan,128,reg53,35179
Miniac-sous-Bécherel,13,reg53,35180
Minihy-Tréguier,23,reg53,22152
Mions,850,reg84,69283
Mios,231,reg75,33284
Mirabeau,8,reg93,84076
Mirabeau,8,reg93,04122
Miradoux,13,reg76,32253
Mirambeau,26,reg75,17236
Miramont-d'Astarac,2,reg76,32254
Miramont-de-Guyenne,110,reg75,47168
Miramont-Sensacq,4,reg75,40185
Mirande,160,reg76,32256
Miraumont,2,reg32,80549
Miré,77,reg52,49205
Mirefleurs,23,reg84,63227
Miremont,10,reg84,63228
Mirepoix,41,reg76,32258
Mirepoix,41,reg76,09194
Mison,24,reg93,04123
Missillac,56,reg52,44098
Misy-sur-Yonne,16,IDF_DEP_77,77293
Mitry-Mory,1928,IDF_DEP_77,77294
Mizérieux,2,reg84,42143
Moëlan-sur-Mer,180,reg53,29150
Mogneville,25,reg32,60404
Mohon,14,reg53,56134
Moirans-en-Montagne,192,reg27,39333
Moirax,7,reg75,47169
Moisdon-la-Rivière,48,reg52,44099
Moislains,31,reg32,80552
Moisselles,6,IDF_DEP_95,95409
Moissey,14,reg27,39335
Moisson,3,IDF_DEP_78,78410
Moissy-Cramayel,1961,IDF_DEP_77,77296
Molac,13,reg53,56135
Moliens,80,reg32,60405
Molières,4,reg75,24273
Moliets-et-Maa,33,reg75,40187
Molinet,57,reg84,03173
Molinons,1,reg27,89261
Molins-sur-Aube,4,reg44,10243
Molliens-Dreuil,11,reg32,80554
Molosmes,1,reg27,89262
Monblanc,14,reg76,32261
Moncé-en-Belin,113,reg52,72200
Monceaux,1,reg32,60406
Monceaux-l'Abbaye,1,reg32,60407
Monchaux-Soreng,16,reg28,76441
Monchy-Lagache,7,reg32,80555
Monchy-Saint-Éloi,50,reg32,60409
Monclar,9,reg75,47173
Moncontour,3,reg53,22153
Moncrabeau,2,reg75,47174
Mondescourt,3,reg32,60410
Mondevert,26,reg53,35183
Mondeville,1484,reg28,14437
Mondoubleau,142,reg24,41143
Mondragon,142,reg93,84078
Monein,70,reg75,64393
Monestier,10,reg75,24276
Monestier,3,reg84,03175
Monestier,3,reg84,07160
Monestier-Merlines,2,reg75,19141
Monestiés,5,reg76,81170
Monétay-sur-Loire,7,reg84,03177
Monéteau,220,reg27,89263
Monferran-Savès,4,reg76,32268
Monflanquin,32,reg75,47175
Monfort,3,reg76,32269
Monnaie,191,reg24,37153
Monnières,3,reg27,39345
Monnières,33,reg52,44100
Monpazier,5,reg75,24280
Mons,3,reg84,63232
Mons-Boubert,8,reg32,80556
Monségur,26,reg75,47178
Monségur,26,reg75,33289
Monségur,26,reg75,40190
Monségur,26,reg75,64395
Monsempron-Libos,68,reg75,47179
Monsireigne,19,reg52,85145
Mont,6,reg27,71301
Mont-Cauvaire,12,reg28,76443
Mont-de-Marsan,1864,reg75,40192
Mont-Dol,18,reg53,35186
Mont-Dore,81,reg84,63236
Mont-près-Chambord,112,reg24,41150
Mont-Saint-Aignan,4021,reg28,76451
Mont-Saint-Vincent,2,reg27,71320
Mont-sous-Vaudrey,21,reg27,39365
Montacher-Villegardin,7,reg27,89264
Montagny,85,reg84,42145
Montagny,85,reg84,73161
Montagny,85,reg84,69136
Montagny-en-Vexin,5,reg32,60412
Montagny-près-Louhans,10,reg27,71303
Montagrier,6,reg75,24286
Montaignac-Saint-Hippolyte,10,reg75,19143
Montaigu-le-Blin,8,reg84,03179
Montaigut,59,reg84,63233
Montaigut-le-Blanc,7,reg75,23132
Montaillé,10,reg52,72204
Montanay,56,reg84,69284
Montans,2,reg76,81171
Montardon,49,reg75,64399
Montargis,3295,reg24,45208
Montataire,2258,reg32,60414
Montauban-de-Bretagne,193,reg53,35184
Montaudin,20,reg52,53154
Montaulin,5,reg44,10245
Montaut,4,reg75,47184
Montaut,4,reg75,24287
Montaut,4,reg75,40191
Montaut,4,reg75,64400
Montaut-les-Créneaux,16,reg76,32279
Montautour,3,reg53,35185
Montayral,8,reg75,47185
Montbarrois,2,reg24,45209
Montbazens,36,reg76,12148
Montbazon,177,reg24,37154
Montbellet,4,reg27,71305
Montbert,55,reg52,44102
Montbeugny,24,reg84,03180
Montbizot,23,reg52,72205
Montboudif,2,reg84,15129
Montbouy,27,reg24,45210
Montbrison,1412,reg84,42147
Montceau-les-Mines,3963,reg27,71306
Montceaux-l'Étoile,2,reg27,71307
Montcenis,150,reg27,71309
Montchal,18,reg84,42148
Montchanin,934,reg27,71310
Montclar,4,reg76,11242
Montclar,4,reg76,12149
Montcombroux-les-Mines,2,reg84,03181
Montcony,5,reg27,71311
Montcourt-Fromonville,16,IDF_DEP_77,77302
Montcresson,28,reg24,45212
Montcusel,2,reg27,39351
Montcy-Notre-Dame,11,reg44,08298
Montdidier,684,reg32,80561
Montégut,1,reg76,65319
Montégut,1,reg76,32282
Montégut-Arros,2,reg76,32283
Montégut-Plantaurel,15,reg76,09202
Monteignet-sur-l'Andelot,1,reg84,03182
Monteils,2,reg76,12150
Monteils,2,reg76,82126
Monteils,2,reg76,30177
Montel-de-Gelat,3,reg84,63237
Montélimar,6,reg84,26198
Montenay,3,reg52,53155
Montendre,59,reg75,17240
Monteneuf,3,reg53,56136
Monterblanc,114,reg53,56137
Montereau,17,reg24,45213
Montereau-Fault-Yonne,3693,IDF_DEP_77,77305
Monterfil,25,reg53,35187
Montertelot,3,reg53,56139
Montesson,835,IDF_DEP_78,78418
Montestruc-sur-Gers,5,reg76,32286
Monteux,835,reg93,84080
Montévrain,714,IDF_DEP_77,77307
Montézic,2,reg76,12151
Montferrier,11,reg76,09206
Montflours,2,reg52,53156
Montfort,21,reg93,04127
Montfort-en-Chalosse,14,reg75,40194
Montfort-l'Amaury,54,IDF_DEP_78,78420
Montfort-le-Gesnois,65,reg52,72241
Montfort-sur-Meu,281,reg53,35188
Montfort-sur-Risle,66,reg28,27413
Montgaillard,6,reg75,40195
Montgermont,263,reg53,35189
Montgibaud,3,reg75,19144
Montguyon,68,reg75,17241
Monthelon,4,reg27,71313
Monthermé,353,reg44,08302
Monthodon,5,reg24,37155
Monthois,8,reg44,08303
Montholier,6,reg27,39354
Monthou-sur-Cher,13,reg24,41146
Monthyon,12,IDF_DEP_77,77309
Montignac,107,reg75,24291
Montignac,107,reg75,33292
Montigné-le-Brillant,42,reg52,53157
Montigné-lès-Rairies,12,reg52,49209
Montigny,16,reg28,14446
Montigny,16,reg28,76446
Montigny-le-Bretonneux,3624,IDF_DEP_78,78423
Montigny-Lencoup,5,IDF_DEP_77,77311
Montigny-lès-Cormeilles,2457,IDF_DEP_95,95424
Montigny-les-Monts,1,reg44,10251
Montigny-sur-l'Ain,12,reg27,39356
Montigny-sur-Loing,13,IDF_DEP_77,77312
Montilliers,54,reg52,49211
Montilly,5,reg84,03184
Montilly-sur-Noireau,12,reg28,61287
Montivilliers,1782,reg28,76447
Montjaux,4,reg76,12153
Montjean,14,reg52,53158
Montlaur,8,reg76,12154
Montlaur,8,reg76,31384
Montliard,6,reg24,45215
Montlieu-la-Garde,14,reg75,17243
Montlignon,52,IDF_DEP_95,95426
Montlivault,17,reg24,41148
Montlouis-sur-Loire,804,reg24,37156
Montluçon,4785,reg84,03185
Montmagny,1302,IDF_DEP_95,95427
Montmain,8,reg28,76448
Montmarault,188,reg84,03186
Montmartin,1,reg32,60424
Montmelard,4,reg27,71316
Montmerrei,6,reg28,61288
Montmirail,317,reg44,51380
Montmirail,10,reg52,72208
Montmorency,1604,IDF_DEP_95,95428
Montmorot,144,reg27,39362
Montmort-Lucy,13,reg44,51381
Montmurat,4,reg84,15133
Montoir-de-Bretagne,701,reg52,44103
Montoire-sur-le-Loir,212,reg24,41149
Montolieu,14,reg76,11253
Montoulieu,19,reg76,09210
Montoulieu,19,reg76,34171
Montournais,17,reg52,85147
Montpellier,4,reg76,34172
Montpeyroux,8,reg84,63241
Montpon-Ménestérol,138,reg75,24294
Montpont-en-Bresse,55,reg27,71318
Montrabé,158,reg76,31389
Montravers,8,reg75,79183
Montréal,52,reg76,32290
Montréal,52,reg76,11254
Montredon-des-Corbières,26,reg76,11255
Montredon-Labessonnié,28,reg76,81182
Montréjeau,227,reg76,31390
Montrelais,11,reg52,44104
Montrem,12,reg75,24295
Montrésor,31,reg24,37157
Montret,45,reg27,71319
Montreuil,22,reg52,85148
Montreuil-Bellay,387,reg52,49215
Montreuil-des-Landes,11,reg53,35192
Montreuil-en-Touraine,13,reg24,37158
Montreuil-Juigné,862,reg52,49214
Montreuil-l'Argillé,70,reg28,27414
Montreuil-le-Gast,37,reg53,35193
Montreuil-sous-Pérouse,20,reg53,35194
Montreuil-sur-Ille,58,reg53,35195
Montreuil-sur-Maine,36,reg52,49217
Montreux-Château,47,reg27,90071
Montrevault-sur-Èvre,552,reg52,49218
Montréverd,79,reg52,85197
Montrichard Val de Cher,392,reg24,41151
Montrieux-en-Sologne,12,reg24,41152
Montromant,9,reg84,69138
Montrond-les-Bains,198,reg84,42149
Montrottier,75,reg84,69139
Montrouge,5201,IDF_DEP_92,92049
Montroy,7,reg75,17245
Montrozier,59,reg76,12157
Montry,21,IDF_DEP_77,77315
Monts,372,reg24,37159
Monts-en-Bessin,1,reg28,14449
Montsalvy,13,reg84,15134
Montsecret-Clairefougère,26,reg28,61292
Montsoreau,40,reg52,49219
Montsoult,109,IDF_DEP_95,95430
Montussan,45,reg75,33293
Montval-sur-Loir,500,reg52,72071
Montvalezan,7,reg84,73176
Montverdun,6,reg84,42150
Montvicq,1,reg84,03189
Montville,441,reg28,76452
Monze,9,reg76,11257
Moragne,4,reg75,17246
Morainvilliers,108,IDF_DEP_78,78431
Morancé,26,reg84,69140
Morand,2,reg24,37160
Morangles,22,reg32,60429
Morannes sur Sarthe-Daumeray,169,reg52,49220
Morbier,90,reg27,39367
Morchain,1,reg32,80568
Mordelles,537,reg53,35196
Moréac,64,reg53,56140
Morée,25,reg24,41154
Moreilles,7,reg52,85149
Moret-Loing-et-Orvanne,402,IDF_DEP_77,77316
Moreuil,293,reg32,80570
Morgny-la-Pommeraye,10,reg28,76453
Moriat,6,reg84,63242
Morienval,41,reg32,60430
Morières-lès-Avignon,456,reg93,84081
Morlaàs,210,reg75,64405
Morlaix,1505,reg53,29151
Morlanne,4,reg75,64406
Mormant,354,IDF_DEP_77,77317
Mormoiron,21,reg93,84082
Mornac-sur-Seudre,9,reg75,17247
Mornand-en-Forez,14,reg84,42151
Mornant,244,reg84,69141
Mornas,53,reg93,84083
Mornay-sur-Allier,1,reg24,18155
Moroges,5,reg27,71324
Morogues,5,reg24,18156
Morosaglia,40,reg94,2B169
Morsains,1,reg44,51386
Mortagne-au-Perche,518,reg28,61293
Mortagne-sur-Gironde,11,reg75,17248
Mortagne-sur-Sèvre,327,reg52,85151
Morthomiers,17,reg24,18157
Mortrée,39,reg28,61294
Morvillars,44,reg27,90072
Morvillers,19,reg32,60435
Morvilliers,11,reg44,10258
Mosles,2,reg28,14453
Mosnes,8,reg24,37161
Motreff,16,reg53,29152
Motteville,40,reg28,76456
Mouais,12,reg52,44105
Mouans-Sartoux,436,reg93,06084
Mouazé,6,reg53,35197
Mouchamps,69,reg52,85153
Mouchard,54,reg27,39370
Mouen,20,reg28,14454
Mougins,731,reg93,06085
Mouguerre,199,reg75,64407
Mouilleron-le-Captif,87,reg52,85155
Mouilleron-Saint-Germain,63,reg52,85154
Mouleydier,32,reg75,24296
Mouliherne,32,reg52,49221
Moulin-Mage,4,reg76,81188
Moulin-Neuf,7,reg76,09213
Moulin-Neuf,25,reg75,24297
Moulineaux,98,reg28,76457
Moulinet,13,reg93,06086
Moulins,3357,reg84,03190
Moulins,11,reg53,35198
Moulins-en-Tonnerrois,2,reg27,89271
Moulins-la-Marche,39,reg28,61297
Moulins-le-Carbonnel,35,reg52,72212
Moulins en Bessin,1,reg28,14406
Moulis-en-Médoc,9,reg75,33297
Moulon,16,reg75,33298
Moult-Chicheboville,287,reg28,14456
Moumour,3,reg75,64409
Mourenx,1662,reg75,64410
Moureuille,3,reg84,63243
Mourioux-Vieilleville,10,reg75,23137
Mourmelon-le-Grand,648,reg44,51388
Mourmelon-le-Petit,43,reg44,51389
Mouroux,52,IDF_DEP_77,77320
Mours,1,IDF_DEP_95,95436
Moussages,1,reg84,15137
Moussan,4,reg76,11258
Moussé,6,reg53,35199
Mousseaux-lès-Bray,15,IDF_DEP_77,77321
Moussey,21,reg44,88317
Moussey,21,reg44,57488
Moussey,21,reg44,10260
Moussoulens,35,reg76,11259
Moussy-le-Neuf,90,IDF_DEP_77,77322
Moussy-le-Vieux,69,IDF_DEP_77,77323
Moustéru,18,reg53,22156
Moustey,27,reg75,40200
Moustier-Ventadour,4,reg75,19145
Moustiers-Sainte-Marie,5,reg93,04135
Moustoir-Ac,25,reg53,56141
Mouthoumet,9,reg76,11260
Moutier-d'Ahun,4,reg75,23138
Moutiers,12,reg53,35200
Moutiers-les-Mauxfaits,103,reg52,85156
Moutiers-sur-le-Lay,12,reg52,85157
Moux,15,reg76,11261
Mouy,571,reg32,60439
Mouzeil,19,reg52,44107
Mouzeuil-Saint-Martin,41,reg52,85158
Mouzillon,19,reg52,44108
Mouzon,261,reg44,08311
Moyaux,97,reg28,14460
Moyenneville,14,reg32,60440
Moyenneville,14,reg32,62597
Moyenneville,14,reg32,80578
Moyrazès,16,reg76,12162
Moyvillers,4,reg32,60441
Mozac,144,reg84,63245
Mozé-sur-Louet,20,reg52,49222
Muel,23,reg53,35201
Mugron,13,reg75,40201
Muides-sur-Loire,26,reg24,41155
Muirancourt,36,reg32,60443
Muizon,229,reg44,51391
Mulsanne,366,reg52,72213
Mulsans,6,reg24,41156
Mur-de-Barrez,18,reg76,12164
Mur-de-Sologne,49,reg24,41157
Murat,125,reg84,03191
Murat,125,reg84,15138
Murat-sur-Vèbre,13,reg76,81192
Mureils,2,reg84,26219
Muret,2349,reg76,31395
Muret-le-Château,1,reg76,12165
Murs,9,reg93,84085
Mûrs-Erigné,437,reg52,49223
Mussidan,129,reg75,24299
Mussy-sous-Dun,2,reg27,71327
Mussy-sur-Seine,97,reg44,10261
Mutigny,3,reg44,51392
Muzillac,115,reg53,56143
Nadaillac,9,reg75,24301
Naillat,11,reg75,23141
Nailloux,169,reg76,31396
Nailly,27,reg27,89274
Nalliers,36,reg52,85159
Nançay,27,reg24,18159
Nance,2,reg27,39379
Nancray-sur-Rimarde,3,reg24,45220
Nandy,712,IDF_DEP_77,77326
Nangis,1211,IDF_DEP_77,77327
Nanterre,20880,IDF_DEP_92,92050
Nantes,36097,reg52,44109
Nanteuil,11,reg75,79189
Nanteuil-le-Haudouin,365,reg32,60446
Nanteuil-lès-Meaux,191,IDF_DEP_77,77330
Nantillé,2,reg75,17256
Nanton,22,reg27,71328
Narbonne,6140,reg76,11262
Narcastet,18,reg75,64413
Nargis,8,reg24,45222
Narrosse,100,reg75,40202
Nassandres sur Risle,105,reg28,27425
Nassigny,7,reg84,03193
Naucelles,86,reg84,15140
Naujan-et-Postiac,9,reg75,33301
Naussannes,2,reg75,24307
Navailles-Angos,26,reg75,64415
Navarrenx,52,reg75,64416
Naveil,64,reg24,41158
Naves,25,reg75,19146
Navilly,2,reg27,71329
Nay,96,reg75,64417
Nazelles-Négron,299,reg24,37163
Néant-sur-Yvel,6,reg53,56145
Neau,19,reg52,53163
Neauphle-le-Château,98,IDF_DEP_78,78442
Neaux,3,reg84,42153
Négrondes,26,reg75,24308
Nemours,2095,IDF_DEP_77,77333
Néoux,4,reg75,23142
Nérac,74,reg75,47195
Néré,13,reg75,17257
Nérigean,20,reg75,33303
Néris-les-Bains,32,reg84,03195
Nérondes,116,reg24,18160
Nervieux,14,reg84,42155
Neschers,16,reg84,63250
Nesle,168,reg32,80585
Nesle-l'Hôpital,8,reg32,80586
Nesle-Normandeuse,25,reg28,76460
Nesles-la-Vallée,32,IDF_DEP_95,95446
Nesmy,60,reg52,85160
Nesploy,14,reg24,45223
Neublans-Abergement,5,reg27,39385
Neuf-Église,4,reg84,63251
Neufchâtel-en-Bray,637,reg28,76462
Neufchâtel-en-Saosnois,23,reg52,72215
Neufmanil,14,reg44,08316
Neufvy-sur-Aronde,1,reg32,60449
Neuil,7,reg24,37165
Neuillé,18,reg52,49224
Neuillé-le-Lierre,28,reg24,37166
Neuillé-Pont-Pierre,90,reg24,37167
Neuilly-en-Thelle,231,reg32,60450
Neuilly-le-Réal,29,reg84,03197
Neuilly-le-Vendin,5,reg52,53164
Neuilly-sous-Clermont,34,reg32,60451
Neuilly-sur-Seine,1255,IDF_DEP_92,92051
Neulise,34,reg84,42156
Neulliac,44,reg53,56146
Neung-sur-Beuvron,74,reg24,41159
Neussargues en Pinatelle,67,reg84,15141
Neuvéglise-sur-Truyère,9,reg84,15142
Neuvic,214,reg75,19148
Neuvic,214,reg75,24309
Neuville-aux-Bois,387,reg24,45224
Neuville-Coppegueule,5,reg32,80592
Neuville-Ferrières,21,reg28,76465
Neuville-sur-Oise,180,IDF_DEP_95,95450
Neuville-sur-Saône,826,reg84,69143
Neuville-sur-Sarthe,52,reg52,72217
Neuville-sur-Vanne,8,reg44,10263
Neuvy,14,reg84,03200
Neuvy,6,reg24,41160
Neuvy-en-Sullias,19,reg24,45226
Neuvy-Grandchamp,19,reg27,71330
Neuvy-le-Roi,69,reg24,37170
Neuvy-Sautour,1,reg27,89276
Neuvy-sur-Barangeon,58,reg24,18165
Névez,68,reg53,29153
Néville,84,reg28,76467
Nevoy,6,reg24,45227
Nevy-lès-Dole,6,reg27,39387
Ney,5,reg27,39389
Nézel,10,IDF_DEP_78,78451
Niafles,11,reg52,53165
Nibelle,29,reg24,45228
Nice,22341,reg93,06088
Nieudan,2,reg84,15143
Nieul-le-Dolent,33,reg52,85161
Nieul-sur-Mer,360,reg75,17264
Nieulle-sur-Seudre,3,reg75,17265
Niort,6109,reg75,79191
Nitry,8,reg27,89277
Nivillac,45,reg53,56147
Nizerolles,11,reg84,03201
Noailhac,4,reg75,19150
Noailhac,2,reg76,81196
Noaillan,1,reg75,33307
Noailles,245,reg32,60462
Noailles,14,reg75,19151
Noailly,1,reg84,42157
Noalhat,3,reg84,63253
Noé,2,reg27,89278
Noé,61,reg76,31399
Nogent-le-Bernard,18,reg52,72220
Nogent-sur-Loir,4,reg52,72221
Nogent-sur-Marne,1909,IDF_DEP_94,94052
Nogent-sur-Oise,2900,reg32,60463
Nogent-sur-Seine,997,reg44,10268
Nogent-sur-Vernisson,263,reg24,45229
Nohanent,74,reg84,63254
Nointel,16,reg32,60464
Nointot,1,reg28,76468
Noirétable,79,reg84,42159
Noirmoutier-en-l'Île,148,reg52,85163
Noiseau,272,IDF_DEP_94,94053
Noisiel,2811,IDF_DEP_77,77337
Noisy-le-Roi,311,IDF_DEP_78,78455
Noisy-Rudignon,13,IDF_DEP_77,77338
Noizay,6,reg24,37171
Nonancourt,288,reg28,27438
Nonant-le-Pin,25,reg28,61310
Nonards,8,reg75,19152
Nonette-Orsonnette,1,reg84,63255
Nontron,185,reg75,24311
Normanville,32,reg28,76470
Normanville,32,reg28,27439
Norrois,9,reg44,51406
Nort-sur-Erdre,257,reg52,44110
Norville,15,reg28,76471
Nostang,36,reg53,56148
Noth,12,reg75,23143
Notre-Dame-d'Oé,180,reg24,37172
Notre-Dame-de-Boisset,14,reg84,42161
Notre-Dame-de-Bondeville,993,reg28,76474
Notre-Dame-de-Monts,56,reg52,85164
Notre-Dame-de-Riez,8,reg52,85189
Notre-Dame-des-Landes,43,reg52,44111
Notre-Dame-du-Pé,3,reg52,72232
Nouan-le-Fuzelier,211,reg24,41161
Nouans-les-Fontaines,42,reg24,37173
Nouâtre,72,reg24,37174
Noues de Sienne,138,reg28,14658
Nouhant,7,reg75,23145
Nourard-le-Franc,7,reg32,60468
Nouvion,65,reg32,80598
Nouvion-sur-Meuse,402,reg44,08327
Nouvoitou,156,reg53,35204
Nouzilly,40,reg24,37175
Nouzonville,818,reg44,08328
Novillard,3,reg27,90074
Novillers,1,reg32,60469
Novion-Porcien,6,reg44,08329
Novy-Chevrières,12,reg44,08330
Noyal,12,reg53,22160
Noyal-Châtillon-sur-Seiche,598,reg53,35206
Noyal-Muzillac,52,reg53,56149
Noyal-Pontivy,79,reg53,56151
Noyal-sur-Brutz,15,reg52,44112
Noyal-sur-Vilaine,284,reg53,35207
Noyant-d'Allier,19,reg84,03202
Noyant-de-Touraine,20,reg24,37176
Noyant-Villages,262,reg52,49228
Noyelles-sur-Mer,34,reg32,80600
Noyen-sur-Sarthe,82,reg52,72223
Noyers,12,reg27,89279
Noyers,6,reg24,45230
Noyers,2,reg28,27445
Noyers-Saint-Martin,43,reg32,60470
Noyers-sur-Cher,149,reg24,41164
Noyon,2172,reg32,60471
Nozay,156,reg52,44113
Nozeroy,6,reg27,39391
Nuaillé,56,reg52,49231
Nuaillé-d'Aunis,8,reg75,17267
Nueil-les-Aubiers,325,reg75,79195
Nuillé-le-Jalais,3,reg52,72224
Nuillé-sur-Vicoin,51,reg52,53168
Nuits,19,reg27,89280
Nuits-Saint-Georges,8,reg27,21464
Objat,93,reg75,19153
Ocqueville,15,reg28,76480
Octeville-sur-Mer,212,reg28,76481
Odars,28,reg76,31402
Odenas,40,reg84,69145
Oeyreluy,22,reg75,40207
Offemont,551,reg27,90075
Offoy,4,reg32,60472
Offoy,4,reg32,80605
Offranville,294,reg28,76482
