Code,Libcom,fammilles monoparentales,residences principales surroccupées,IFS,taille menages
78138,Chanteloup-les-Vignes,612,14.7,0,2.93
78140,Chapet,20,2.1,0,2.67
78143,Châteaufort,35,0,0,2.66
78146,Chatou,1255,7.9,0,2.34
78147,Chaufour-lès-Bonnières,10,2.8,0,2.66
78152,Chavenay,61,0.7,0,2.59
78158,Le Chesnay-Rocquencourt,1125,6.6,0,2.1
78160,Chevreuse,256,4.6,0,2.25
78162,Choisel,25,4.5,0,2.41
78163,Civry-la-Forêt,5,0,0,2.44
78164,Clairefontaine-en-Yvelines,31,1.7,0,2.42
78165,Les Clayes-sous-Bois,880,6.6,0,2.43
78168,Coignières,196,11.5,0,2.47
78171,Condé-sur-Vesgre,30,1,0,2.58
78172,Conflans-Sainte-Honorine,1649,7.2,0,2.42
78185,Courgent,9,0,0,2.29
78188,Cravent,5,3.6,0,2.85
78189,Crespières,59,0.8,0,2.53
78190,Croissy-sur-Seine,383,6,0,2.3
78192,Dammartin-en-Serve,36,1,0,2.69
78193,Dampierre-en-Yvelines,25,2.4,0,2.31
78194,Dannemarie,10,0,0,2.36
78196,Davron,5,0,0,2.42
78202,Drocourt,20,11.6,0,2.56
78206,Ecquevilly,185,6.3,0,2.52
78208,Élancourt,1219,7.9,0,2.4
78209,Émancé,25,0,0,2.59
78217,Épône,329,4.3,0,2.47
78220,Les Essarts-le-Roi,310,4.1,0,2.41
78224,L'Étang-la-Ville,107,2.9,0,2.47
78227,Évecquemont,25,4.9,0,2.43
78230,La Falaise,10,2.2,0,2.53
78231,Favrieux,15,0,0,2.31
78233,Feucherolles,64,1.9,0,2.7
78234,Flacourt,0,0,0,2.59
78236,Flexanville,15,2.2,0,2.53
78237,Flins-Neuve-Église,0,0,0,2.64
78238,Flins-sur-Seine,101,6.4,0,2.36
78239,Follainville-Dennemont,111,0.6,0,2.32
78242,Fontenay-le-Fleury,633,10.2,0,2.22
78245,Fontenay-Mauvoisin,11,0,0,2.43
78246,Fontenay-Saint-Père,40,0,0,2.48
78255,Freneuse,205,3,0,2.56
78261,Gaillon-sur-Montcient,20,3.8,0,2.5
78262,Galluis,52,4.2,0,2.57
78263,Gambais,66,0,0,2.6
78264,Gambaiseuil,0,0,0,2.38
78265,Garancières,74,3.3,0,2.31
78267,Gargenville,237,3.9,0,2.52
78269,Gazeran,20,0,0,2.48
78276,Gommecourt,25,1.9,0,2.44
78278,Goupillières,20,0,0,2.62
78281,Goussonville,5,0,0,2.63
78283,Grandchamp,5,0,0,2.53
78285,Gressey,10,2.4,0,2.55
78289,Grosrouvre,10,0,0,2.51
78290,Guernes,35,3.6,0,2.5
78291,Guerville,77,1.2,0,2.45
78296,Guitrancourt,20,4,0,2.53
78297,Guyancourt,1623,7.9,0,2.45
78299,Hardricourt,115,5.9,0,2.38
78300,Hargeville,20,3.3,0,2.72
78302,La Hauteville,5,0,0,2.18
78305,Herbeville,11,4.9,0,2.29
78307,Hermeray,20,0,0,2.45
78310,Houdan,165,3.4,0,2.04
78311,Houilles,1302,8.4,0,2.37
78314,Issou,115,2.4,0,2.59
78317,Jambville,25,0,0,2.66
78320,Notre-Dame-de-la-Mer,24,3.8,0,2.55
78321,Jouars-Pontchartrain,160,3.1,0,2.55
78322,Jouy-en-Josas,214,2.5,0,2.18
78324,Jouy-Mauvoisin,5,2.2,0,2.5
78325,Jumeauville,15,0,0,2.51
78327,Juziers,147,4.1,0,2.39
78329,Lainville-en-Vexin,0,0,0,2.55
78334,Lévis-Saint-Nom,10,1.6,0,2.52
78335,Limay,766,10.4,0,2.7
78337,Limetz-Villez,86,3.7,0,2.5
78343,Les Loges-en-Josas,49,1.7,0,2.66
78344,Lommoye,15,2.1,0,2.72
78346,Longnes,44,3.4,0,2.55
78349,Longvilliers,15,0,0,2.46
78350,Louveciennes,221,5.6,0,2.46
78354,Magnanville,260,3.5,0,2.58
78356,Magny-les-Hameaux,435,5.6,0,2.73
78358,Maisons-Laffitte,987,5.6,0,2.21
78361,Mantes-la-Jolie,2499,17.7,0,2.5
78362,Mantes-la-Ville,1144,9,0,2.53
78364,Marcq,20,3.2,0,2.49
78366,Mareil-le-Guyon,0,0,0,2.46
78367,Mareil-Marly,98,2.4,0,2.61
78368,Mareil-sur-Mauldre,50,1.6,0,2.61
78372,Marly-le-Roi,713,4.7,0,2.24
78380,Maule,207,3.9,0,2.45
78381,Maulette,44,1.3,0,2.6
78382,Maurecourt,185,4,0,2.56
78383,Maurepas,732,7.3,0,2.24
78384,Médan,25,2.6,0,2.49
78385,Ménerville,0,0,0,2.73
78389,Méré,65,1.5,0,2.45
78391,Méricourt,16,3,0,2.33
78396,Le Mesnil-le-Roi,201,4.9,0,2.57
78397,Le Mesnil-Saint-Denis,201,3.3,0,2.42
78398,Les Mesnuls,36,0,0,2.42
78401,Meulan-en-Yvelines,411,7.4,0,2.24
78402,Mézières-sur-Seine,134,6.8,0,2.58
78403,Mézy-sur-Seine,66,3.1,0,2.57
78404,Millemont,15,0,0,2.56
78406,Milon-la-Chapelle,10,0,0,2.33
78407,Mittainville,16,0,0,2.66
78410,Moisson,25,1.3,0,2.51
78413,Mondreville,40,0,0,2.75
78415,Montainville,5,0,0,2.45
78416,Montalet-le-Bois,15,4,0,2.66
78417,Montchauvet,10,4.7,0,2.66
78418,Montesson,658,6.5,0,2.52
78420,Montfort-l'Amaury,105,3,0,2.19
78423,Montigny-le-Bretonneux,1399,5.8,0,2.25
78431,Morainvilliers,65,0.5,0,2.76
78437,Mousseaux-sur-Seine,15,1.8,0,2.47
78439,Mulcent,5,0,0,2.52
78440,Les Mureaux,1751,16.4,1,2.84
78442,Neauphle-le-Château,146,5.7,0,2.28
78443,Neauphle-le-Vieux,20,1.4,0,2.64
78444,Neauphlette,21,0,0,2.67
78451,Nézel,35,2.4,0,2.56
78455,Noisy-le-Roi,254,2.6,0,2.36
78460,Oinville-sur-Montcient,41,0,0,2.37
78464,Orcemont,36,4.3,0,2.72
78465,Orgerus,66,3.5,0,2.4
78466,Orgeval,258,3.6,0,2.71
78470,Orphin,64,2.8,0,2.58
78472,Orsonville,5,0,0,2.72
78474,Orvilliers,45,4.5,0,2.79
78475,Osmoy,15,6.9,0,2.58
78478,Paray-Douaville,0,0,0,2.82
78481,Le Pecq,602,6.2,0,2.31
78484,Perdreauville,25,0,0,2.62
78486,Le Perray-en-Yvelines,188,3.3,0,2.26
78490,Plaisir,1438,9.2,0,2.47
78497,Poigny-la-Forêt,56,1.3,0,2.25
78498,Poissy,2009,11,0,2.3
78499,Ponthévrard,15,2.1,0,2.87
78501,Porcheville,122,2.4,0,2.69
78502,Le Port-Marly,279,8.4,0,2.18
78505,Prunay-le-Temple,15,0,0,2.65
78506,Prunay-en-Yvelines,10,0,0,2.51
78513,La Queue-les-Yvelines,71,1.8,0,2.32
78516,Raizeux,30,2.8,0,2.67
78517,Rambouillet,1145,5.4,0,2.1
78518,Rennemoulin,5,0,0,2.73
78520,Richebourg,10,1.2,0,2.8
78522,Rochefort-en-Yvelines,35,4,0,2.27
78528,Rolleboise,15,3.3,0,2.13
78530,Rosay,30,3.3,0,2.42
78531,Rosny-sur-Seine,255,4.5,0,2.61
78536,Sailly,15,3.4,0,2.45
78537,Saint-Arnoult-en-Yvelines,225,3.1,0,2.38
78545,Saint-Cyr-l'École,932,8.6,1,2.41
78548,Saint-Forget,32,2.6,0,2.34
78550,Saint-Germain-de-la-Grange,75,2.1,0,2.6
78551,Saint-Germain-en-Laye,2141,8.3,0,2.23
78557,Saint-Hilarion,21,0,0,2.53
78558,Saint-Illiers-la-Ville,5,0,0,2.74
78559,Saint-Illiers-le-Bois,20,6.1,0,2.56
78561,Saint-Lambert,10,0,0,2.61
78562,Saint-Léger-en-Yvelines,60,0.9,0,2.44
78564,Saint-Martin-de-Bréthencourt,25,1.9,0,2.56
78565,Saint-Martin-des-Champs,5,0,0,2.43
78567,Saint-Martin-la-Garenne,25,4.1,0,2.48
78569,Sainte-Mesme,15,2.9,0,2.38
78571,Saint-Nom-la-Bretèche,120,1.4,0,2.62
78575,Saint-Rémy-lès-Chevreuse,240,3.3,0,2.36
78576,Saint-Rémy-l'Honoré,57,0.9,0,2.56
78586,Sartrouville,2427,11,1,2.44
78588,Saulx-Marchais,36,1.4,0,2.62
78590,Senlisse,10,0,0,2.26
78591,Septeuil,92,0.6,0,2.47
78597,Soindres,25,0,0,2.82
78601,Sonchamp,51,1.6,0,2.48
78605,Tacoignières,20,1.3,0,2.68
78606,Le Tartre-Gaudran,5,33.3,0,2.4
78608,Le Tertre-Saint-Denis,10,0,0,2.72
78609,Tessancourt-sur-Aubette,10,2.8,0,2.8
78615,Thiverval-Grignon,13,0,0,2.39
78616,Thoiry,100,5.3,1,2.45
78618,Tilly,5,2.5,0,2.55
78620,Toussus-le-Noble,40,0,0,2.95
78621,Trappes,1994,18,1,2.8
78623,Le Tremblay-sur-Mauldre,35,1.5,0,2.29
78624,Triel-sur-Seine,470,4.6,0,2.49
78638,Vaux-sur-Seine,204,4.3,0,2.5
78640,Vélizy-Villacoublay,923,6,0,2.18
78642,Verneuil-sur-Seine,793,4.1,0,2.41
78643,Vernouillet,321,5.9,0,2.73
78644,La Verrière,355,15.1,0,2.5
78646,Versailles,2951,6.7,0,2.19
78647,Vert,20,0,0,2.45
78650,Le Vésinet,598,5.5,0,2.4
78653,Vicq,15,0,0,2.52
78655,Vieille-Église-en-Yvelines,20,0,0,2.31
78668,La Villeneuve-en-Chevrie,21,6.3,0,2.61
78672,Villennes-sur-Seine,224,3.9,0,2.44
78674,Villepreux,390,3.4,0,2.58
78677,Villette,15,2.5,0,2.56
78681,Villiers-le-Mahieu,21,3.4,0,2.74
78683,Villiers-Saint-Frédéric,98,3.6,0,2.54
78686,Viroflay,491,6.1,0,2.34
78688,Voisins-le-Bretonneux,361,2.5,0,2.36
79001,L'Absie,35,4.3,1,2.07
79002,Adilly,5,0,0,2.36
79003,Aiffres,191,0.6,0,2.23
79005,Airvault,50,0.3,1,2.01
79007,Allonne,10,0,0,2.41
79008,Amailloux,15,1.4,0,2.33
79009,Amuré,5,0,0,2.44
79010,Arçais,30,0,0,1.99
79012,Ardin,30,0.9,0,2.31
79013,Argentonnay,125,1.1,1,2.29
79014,Loretz-d'Argenton,99,0.9,0,2.24
79015,Asnières-en-Poitou,10,0,0,1.96
79016,Assais-les-Jumeaux,25,3,0,2.28
79018,Aubigné,5,11.8,0,1.97
79019,Aubigny,20,0,0,2.18
79020,Augé,10,1.3,0,2.34
79022,Availles-Thouarsais,0,0,0,2.08
79023,Avon,0,0,0,2.18
79024,Azay-le-Brûlé,30,0,0,2.53
79025,Azay-sur-Thouet,25,1.1,0,2.35
79029,Beaulieu-sous-Parthenay,10,0,0,2.19
79030,Beaussais-Vitré,10,0,0,2.48
79031,Beauvoir-sur-Niort,50,1.3,0,2.11
79032,Béceleuf,10,2.4,0,2.68
79034,Bessines,26,0,0,2.32
79038,Boismé,15,0,0,2.44
79040,La Boissière-en-Gâtine,15,5,0,2.25
79042,Bougon,0,0,0,2.02
79046,Le Bourdet,15,2.2,0,2.55
79047,Boussais,25,0,0,2.19
79048,La Crèche,192,0,0,2.25
79049,Bressuire,637,1.6,0,2.2
79050,Bretignolles,10,0,0,2.36
79055,Brieuil-sur-Chizé,0,0,0,2.12
79056,Brion-près-Thouet,35,1.6,0,2.25
79057,Brioux-sur-Boutonne,45,0.8,1,2.01
79058,Brûlain,20,0,0,2.59
79059,Le Busseau,35,1.5,0,2.23
79060,Caunay,15,0,0,2.16
79061,Celles-sur-Belle,166,0,1,2.26
79062,Cerizay,200,1.5,0,2.28
79063,Val en Vignes,35,0.6,0,2.33
79064,Fontivillié,15,1.5,0,2.47
79066,Champdeniers,35,1.4,1,2.16
79069,Chanteloup,15,1.3,0,2.51
79070,La Chapelle-Bâton,15,0,0,2.46
79071,La Chapelle-Bertrand,5,0,0,2.31
79074,La Chapelle-Pouilloux,5,0,0,2.09
79076,La Chapelle-Saint-Laurent,45,1.8,0,2.35
79077,Beugnon-Thireuil,0,0,0,2.18
79078,Plaine-d'Argenson,45,1.1,0,2.26
79079,Mauléon,156,0.7,1,2.49
79080,Châtillon-sur-Thouet,60,1.3,0,2.11
79081,Chauray,290,0.3,0,2.24
79083,Chef-Boutonne,92,0.4,1,1.92
79084,Chenay,15,2.4,0,2.22
79085,Chérigné,5,0,0,2.16
79086,Cherveux,72,0,0,2.67
79087,Chey,10,0,0,2.16
79088,Chiché,40,0.7,0,2.34
79089,Le Chillou,5,0,0,2.02
79090,Chizé,15,0,0,2.1
79091,Cirières,20,1.3,0,2.47
79092,Clavé,10,0,0,2.38
79094,Clessé,30,1.3,0,2.32
79095,Clussais-la-Pommeraie,15,0,0,2.09
79096,Combrand,30,1,0,2.39
79100,Coulon,60,0,0,2.17
79101,Coulonges-sur-l'Autize,55,1,0,2.16
79102,Coulonges-Thouarsais,10,0,0,2.38
79103,Courlay,55,1,0,2.29
79104,Cours,10,0,0,2.54
79105,Les Châteliers,20,2.5,0,2.43
79106,Couture-d'Argenson,5,0,0,1.96
79108,Doux,15,0,0,2.23
79109,Échiré,76,1,1,2.21
79111,Ensigné,20,0,0,2.21
79112,Épannes,25,1.4,0,2.29
79114,Exireuil,65,0.7,0,2.28
79115,Exoudun,10,0,0,2.25
79116,Faye-l'Abbesse,30,2.3,0,2.29
79117,Faye-sur-Ardin,20,4,0,2.59
79118,Fénery,5,0,0,2.46
79119,Fenioux,9,0,0,2.06
79120,La Ferrière-en-Parthenay,10,0,0,2.19
79121,Fomperron,30,0,0,2.3
79122,Fontenille-Saint-Martin-d'Entraigues,10,0,0,2.08
79123,La Forêt-sur-Sèvre,35,0.5,0,2.32
79124,Les Forges,0,0,0,2
79125,Fors,40,0,0,2.49
79126,Les Fosses,10,2.6,0,2.23
79127,La Foye-Monjault,30,0,0,2.47
79128,François,15,0,0,2.41
79129,Fressines,51,0,0,2.61
79130,Frontenay-Rohan-Rohan,101,0,0,2.19
79131,Geay,10,0,0,2.12
79132,Genneton,5,0,0,2.28
79133,Germond-Rouvre,45,0,0,2.48
79134,Glénay,0,0,0,2.42
79135,Gourgé,20,0,0,2.26
79136,Alloinay,30,0,0,2.22
79137,Granzay-Gript,15,0,0,2.36
79139,Les Groseillers,0,0,0,2.23
79140,Valdelaume,35,0,0,2.09
79141,Irais,5,0,0,2.29
79142,Juillé,5,0,0,2.17
79144,Juscorps,10,0,0,2.51
79145,Lageon,15,0,0,2.32
79147,Largeasse,15,0,0,2.26
79148,Lezay,79,0,1,2.03
79149,Lhoumois,0,0,0,2.31
79150,Limalonges,30,1.3,0,2
79152,Lorigné,10,0,0,2.09
79153,Loubigné,0,0,0,2.2
79154,Loubillé,15,3.2,0,2.33
79156,Louin,10,1.5,0,2.09
79157,Louzy,41,0,0,2.46
79158,Luché-sur-Brioux,0,0,0,2.19
79159,Luché-Thouarsais,21,0,0,2.72
79160,Lusseray,5,0,0,2.31
79161,Luzay,15,0,0,2.52
79162,Magné,60,0.4,0,2.03
79163,Mairé-Levescault,29,1.8,0,2.05
79164,Maisonnay,10,0,0,2.36
79165,Maisontiers,0,0,0,2.05
79166,Marigny,30,1.4,0,2.38
79167,Marnes,5,0,0,1.91
79170,Mauzé-sur-le-Mignon,86,0.8,0,2.14
79172,Mazières-en-Gâtine,50,0,0,2.09
79174,Melle,246,0.7,0,1.98
79175,Melleran,15,0,0,2.18
79176,Ménigoute,20,0,0,1.98
79177,Messé,15,0,0,2.19
79179,Moncoutant-sur-Sèvre,130,0.5,0,2.25
79180,Montalembert,20,0,0,2.27
79183,Montravers,15,0,0,2.38
79184,La Mothe-Saint-Héray,45,2.1,1,2.1
79185,Aigondigné,119,1.4,0,2.48
79189,Nanteuil,60,0.7,0,2.4
79190,Neuvy-Bouin,20,0,0,2.28
79191,Niort,3165,2.1,1,1.87
79195,Nueil-les-Aubiers,166,2.7,1,2.41
79196,Plaine-et-Vallées,50,1.5,0,2.2
79197,Oroux,9,0,0,2
79198,Paizay-le-Chapt,10,0,0,2.32
79200,Pamplie,10,0,0,2.14
79201,Pamproux,51,2.7,0,2.19
79202,Parthenay,439,1.5,0,1.86
79203,Pas-de-Jeu,15,0,0,2.28
79204,Périgné,35,1.2,0,2.29
79205,Pers,5,0,0,2.18
79207,La Petite-Boissière,5,0,0,2.54
79208,La Peyratte,15,1.1,0,2.26
79209,Pierrefitte,15,0,0,2.66
79210,Le Pin,25,1.1,0,2.26
79212,Pliboux,5,0,0,2.26
79213,Pompaire,76,0.5,0,2.16
79215,Pougne-Hérisson,15,0,0,2.33
79216,Prahecq,56,0.6,0,2.39
79217,Prailles-La Couarde,20,1.3,0,2.39
79218,Pressigny,5,0,0,2.22
79220,Prin-Deyrançon,30,2,0,2.44
79223,Puihardy,0,0,0,2.55
79225,Reffannes,20,0,0,2.22
79226,Le Retail,24,3.7,0,2.04
79229,La Rochénard,5,0,0,2.42
79230,Rom,25,2.6,0,2.25
79231,Romans,20,0,0,2.62
79235,Saint-Amand-sur-Sèvre,30,0.9,0,2.43
79236,Saint-André-sur-Sèvre,15,0,0,2.43
79238,Saint-Aubin-du-Plain,20,0,0,2.29
79239,Saint-Aubin-le-Cloud,76,1.3,0,2.14
79241,Saint-Christophe-sur-Roc,20,0,0,2.41
79242,Voulmentin,10,0,0,2.4
79243,Saint-Coutant,5,0,0,2.19
79244,Saint-Cyr-la-Lande,5,0,0,2.51
79246,Sainte-Eanne,10,0,0,2.39
79249,Saint-Gelais,45,0.6,0,2.43
79250,Sainte-Gemme,0,0,0,2.6
79251,Marcillé,25,0,0,2.3
79252,Saint-Généroux,15,0,0,2.26
79253,Saint-Georges-de-Noisné,30,0,0,2.22
79254,Saint-Georges-de-Rex,21,3,0,2.33
79255,Saint-Germain-de-Longue-Chaume,25,0,0,2.33
79256,Saint-Germier,5,0,0,2.12
79257,Saint-Hilaire-la-Palud,30,0.7,0,2.16
79258,Saint-Jacques-de-Thouars,20,0,0,2.19
79259,Saint-Jean-de-Thouars,51,1.6,1,2.26
79263,Saint-Laurs,20,0,0,2.37
79265,Saint-Léger-de-Montbrun,25,2,0,2.48
79267,Saint-Lin,25,0,0,2.19
79268,Saint-Loup-Lamairé,41,2.2,0,1.96
79269,Saint-Maixent-de-Beugné,5,0,0,2.49
79270,Saint-Maixent-l'École,357,2.2,1,2.03
79271,Saint-Marc-la-Lande,15,4,0,2.26
79273,Saint-Martin-de-Bernegoue,10,0,0,2.45
79274,Saint-Martin-de-Mâcon,24,0,0,2.2
79276,Saint-Martin-de-Saint-Maixent,45,0,0,2.38
79277,Saint-Martin-de-Sanzay,30,5.1,0,2.48
79278,Saint-Martin-du-Fouilloux,20,0,0,2.21
79280,Saint Maurice Étusson,15,2.7,0,2.35
79281,Saint-Maxire,50,0.9,0,2.36
79283,Sainte-Néomaye,45,1,0,2.54
79284,Sainte-Ouenne,25,0,0,2.47
79285,Saint-Pardoux-Soutiers,65,0,0,2.39
79286,Saint-Paul-en-Gâtine,10,0,0,2.3
79289,Saint-Pierre-des-Échaubrognes,10,0.9,0,2.57
79290,Saint-Pompain,25,0,0,2.43
79293,Saint-Rémy,52,1.2,0,2.57
79294,Saint-Romans-des-Champs,0,0,0,2.51
79295,Saint-Romans-lès-Melle,35,0,0,2.36
79297,Sainte-Soline,15,0,0,2.02
79298,Saint-Symphorien,85,1.9,0,2.4
79299,Saint-Varent,60,2.4,0,2.17
79300,Sainte-Verge,20,0,0,2.23
79301,Saint-Vincent-la-Châtre,20,0,0,2.32
79302,Saivres,31,0.9,0,2.34
79303,Salles,15,0,0,2.24
79304,Sansais,20,0,0,2.34
79306,Saurais,0,0,0,2.55
79307,Sauzé-Vaussais,60,0,1,1.91
79308,Sciecq,15,0,0,2.4
79309,Scillé,20,0,0,2.11
79310,Secondigné-sur-Belle,10,0,0,2.28
79311,Secondigny,60,1.8,0,2.06
79312,Séligné,5,0,0,2.21
79313,Sepvret,15,0,0,2.5
79316,Soudan,0,0,0,2.34
79319,Souvigné,15,1.4,0,2.41
79320,Surin,10,0,0,2.56
79322,Le Tallud,80,0.6,0,2.22
79326,Thénezay,40,2.5,0,2.23
79329,Thouars,632,1.4,0,1.91
79331,Tourtenay,0,0,0,2.19
79332,Trayes,5,0,0,2.49
79334,Val-du-Mignon,30,1.1,0,2.47
79335,Vallans,15,0,0,2.44
79336,Vançais,0,4.3,0,1.97
79337,Le Vanneau-Irleau,30,0,0,2.26
79338,Vanzay,5,5,0,2.49
79339,Vasles,50,2,0,2.1
79340,Vausseroux,5,0,0,2.28
79341,Vautebis,5,0,0,2.3
79342,Vernoux-en-Gâtine,25,0,0,2.13
79343,Vernoux-sur-Boutonne,10,0,0,2.42
79345,Verruyes,29,3.7,0,2.19
79346,Le Vert,0,0,0,2.29
79347,Viennay,15,0,0,2.35
79348,Villefollet,5,5.6,0,2.36
79349,Villemain,0,0,0,1.92
79350,Villiers-en-Bois,5,0,0,2.2
79351,Villiers-en-Plaine,35,0,0,2.55
79352,Villiers-sur-Chizé,5,0,0,2.21
79354,Vouhé,10,0,0,2.25
79355,Vouillé,85,0,0,2.33
79357,Xaintray,0,0,0,2.37
80001,Abbeville,1498,3.1,1,2.02
80002,Ablaincourt-Pressoir,15,0,0,2.56
80003,Acheux-en-Amiénois,15,2.1,0,2.5
80004,Acheux-en-Vimeu,10,0,0,2.37
80005,Agenville,5,0,0,2.39
80006,Agenvillers,11,5.9,0,2.78
80008,Aigneville,20,2.9,0,2.66
80009,Ailly-le-Haut-Clocher,35,1.2,0,2.46
80010,Ailly-sur-Noye,105,2.1,0,2.34
80011,Ailly-sur-Somme,90,0.7,0,2.26
80013,Airaines,116,0.5,0,2.4
80014,Aizecourt-le-Bas,0,0,0,2.84
80015,Aizecourt-le-Haut,0,0,0,2.13
80016,Albert,655,3.9,0,2.08
80017,Allaines,15,0,0,2.36
80018,Allenay,10,0,0,2.22
80019,Allery,35,0,0,2.4
80020,Allonville,25,0,0,2.55
80021,Amiens,8021,5.7,3,1.96
80022,Andainville,5,0,0,2.53
80023,Andechy,15,0,0,2.43
80024,Argœuves,10,0,0,2.37
80025,Argoules,15,0,0,2.23
80026,Arguel,0,0,0,2.07
80027,Armancourt,0,0,0,3
80028,Arquèves,0,0,0,2.35
80029,Arrest,25,0,0,2.31
80030,Arry,10,0,0,2.87
80031,Arvillers,15,4.7,0,2.47
80032,Assainvillers,5,10,0,2.37
80033,Assevillers,5,0,0,2.5
80034,Athies,5,0,0,2.24
80035,Aubercourt,0,0,0,3
80036,Aubigny,11,0,0,2.41
80037,Aubvillers,10,0,0,2.84
80038,Auchonvillers,0,0,0,2.7
80039,Ault,75,2.1,0,1.9
80040,Aumâtre,10,0,0,2.17
80041,Aumont,5,0,0,2.59
80042,Autheux,5,0,0,2.5
80043,Authie,5,0,0,2.56
80044,Authieule,30,5.9,0,2.41
80045,Authuille,10,0,0,2.35
80046,Avelesges,0,0,0,2.43
80047,Aveluy,20,0,0,2.38
80048,Avesnes-Chaussoy,0,0,0,2.62
80049,Ayencourt,22,0,0,2.38
80050,Bacouel-sur-Selle,15,0,0,2.26
80051,Bailleul,5,4.7,0,2.48
80052,Baizieux,16,0,0,2.61
80053,Balâtre,0,0,0,2.48
80054,Barleux,0,0,0,2.02
80055,Barly,20,0,0,2.41
80056,Bavelincourt,0,12.5,0,2.47
80057,Bayencourt,0,16.7,0,2.41
80058,Bayonvillers,15,0,0,2.45
80059,Bazentin,5,0,0,2.41
80060,Béalcourt,5,0,0,2.36
80061,Beaucamps-le-Jeune,19,0,0,2.37
80062,Beaucamps-le-Vieux,65,2.5,0,2.34
80063,Beauchamps,25,5.8,0,2.32
80064,Beaucourt-en-Santerre,0,0,0,2.63
80065,Beaucourt-sur-l'Ancre,5,0,0,2.62
80066,Beaucourt-sur-l'Hallue,5,0,0,2.52
80067,Beaufort-en-Santerre,15,8.3,0,2.59
80068,Beaumetz,5,0,0,2.63
80069,Beaumont-Hamel,0,0,0,2.24
80070,Beauquesne,51,0,0,2.48
80071,Beauval,66,1.2,0,2.33
80073,Bécordel-Bécourt,5,0,0,2.33
80074,Becquigny,10,8.3,0,2.34
80076,Béhen,5,2.4,0,2.46
80077,Béhencourt,20,0,0,2.28
80078,Bellancourt,20,0,0,2.48
80079,Belleuse,5,0,0,2.35
80080,Belloy-en-Santerre,0,0,0,2.24
80081,Belloy-Saint-Léonard,0,12.5,0,2.22
80082,Belloy-sur-Somme,41,0,0,2.45
80083,Bergicourt,5,8.3,0,2.34
80084,Bermesnil,5,0,0,2.25
80085,Bernâtre,0,0,0,1.95
80086,Bernaville,45,1.2,0,2.39
80087,Bernay-en-Ponthieu,0,0,0,2.47
80088,Bernes,0,0,0,2.62
80089,Berneuil,0,0,0,2.42
80090,Berny-en-Santerre,5,0,0,2.53
80092,Bertangles,16,3.7,0,2.34
80093,Berteaucourt-les-Dames,51,1.1,0,2.39
80094,Berteaucourt-lès-Thennes,20,0,0,2.3
80095,Bertrancourt,5,0,0,2.33
80096,Béthencourt-sur-Mer,35,2.3,0,2.31
80097,Béthencourt-sur-Somme,10,0,0,2.55
80098,Bettembos,5,0,0,2.62
80099,Bettencourt-Rivière,5,0,0,2.55
80100,Bettencourt-Saint-Ouen,20,0,0,2.68
80101,Beuvraignes,20,0,0,2.47
80102,Biaches,5,0,0,2.24
80103,Biarre,0,0,0,2.23
80104,Biencourt,5,0,0,2.41
80105,Billancourt,0,7.1,0,2.43
80106,Blangy-sous-Poix,0,0,0,2.31
80107,Blangy-Tronville,38,0,0,2.58
80108,Boisbergues,5,0,0,2.29
80109,Le Boisle,15,0,0,2.06
80110,Boismont,10,0,0,2.11
80112,Bonnay,0,10,0,2.22
80113,Bonneville,10,0,0,2.52
80114,Bosquel,10,0,0,2.35
80115,Bouchavesnes-Bergen,5,0,0,2.37
80116,Bouchoir,15,0,0,2.53
80117,Bouchon,0,0,0,2.37
80118,Boufflers,0,0,0,2.27
80119,Bougainville,26,2.8,0,2.23
80120,Bouillancourt-en-Séry,20,0,0,2.35
80121,Bouillancourt-la-Bataille,10,0,0,2.55
80122,Bouquemaison,9,0,0,2.34
80123,Bourdon,10,0,0,2.53
80124,Bourseville,20,1.5,0,2.23
80125,Boussicourt,0,0,0,3
80126,Bouttencourt,15,1.1,0,2.17
80127,Bouvaincourt-sur-Bresle,25,1.4,0,2.23
80128,Bouvincourt-en-Vermandois,10,0,0,2.39
80129,Bouzincourt,15,2.3,0,2.45
80130,Bovelles,0,0,0,2.39
80131,Boves,137,1,0,2.23
80132,Braches,0,0,0,2.51
80133,Brailly-Cornehotte,5,0,0,2.41
80134,Brassy,0,0,0,2.45
80135,Bray-lès-Mareuil,15,0,0,2.54
80136,Bray-sur-Somme,70,0.9,0,2.2
80137,Breilly,11,0,0,2.87
80138,Bresle,0,0,0,2.55
80139,Breuil,0,25,0,2.35
80140,Brévillers,5,0,0,2.79
80141,Brie,10,0,0,2.22
80142,Briquemesnil-Floxicourt,0,0,0,2.82
80143,Brocourt,5,0,0,2.45
80144,Brouchy,5,0,0,2.18
80145,Brucamps,0,8.3,0,2.36
80146,Brutelles,20,11.8,0,2.46
80147,Buigny-l'Abbé,5,0,0,2.41
80148,Buigny-lès-Gamaches,5,0,0,2.26
80149,Buigny-Saint-Maclou,5,0,0,2.45
80150,Buire-Courcelles,14,0,0,2.41
80151,Buire-sur-l'Ancre,10,0,0,2.32
80152,Bus-la-Mésière,5,0,0,2.51
80153,Bus-lès-Artois,10,9.1,0,2.33
80154,Bussu,5,0,0,2.29
80155,Bussus-Bussuel,15,0,0,2.58
80156,Bussy-lès-Daours,10,0,0,2.62
80157,Bussy-lès-Poix,0,0,0,2.54
80158,Buverchy,0,0,0,2.88
